"ORF","sample1","sample2","sample3","sample4","sample5","sample6"
"chr10_22338",0,0,0,0,0,0
"chr10_223473",0,0,0,0,0,0
"chr10_223714",0,0,0,0,0,0
"chr10_223787",8,5,12,5,5,3
"chr10_223864",0,1,1,0,0,0
"chr10_224712",3,0,6,0,3,3
"chr10_225055",51,50,69.629,63,61,76.728
"chr10_225997",0,0,0,0,0,0
"chr10_226272",16,13,7.371,7,9,5.272
"chr10_226706",4,5,7,1,3,4
"chr10_22694",0,0,0,0,0,0
"chr10_226986",0,0,0,0,0,0
"chr10_227113",0,0,0,0,0,0
"chr10_227327",182,152,188,127,144,150
"chr10_227583",0,1,0,0,0,0
"chr10_228066",0,2,1,0,0,2
"chr10_228770",0,0,0,0,0,0
"chr10_228845",7,7,11,13,6,9
"chr10_228980",0,0,0,0,0,0
"chr10_229025",1438,1467.991,1728.945,1371.967,1533,1644.988
"chr10_229434",0,2.009,4.055,3.033,0,1.012
"chr10_23014",0,0,0,0,0,0
"chr10_231301",2263,2145,2656,2031,2299,2367
"chr10_23133",3622,3625,4212,600,682,688
"chr10_234261",0,0,0,0,0,0
"chr10_234320",791,779,919.991,646,746,780
"chr10_236144",0,0,1.009,1,0,0
"chr10_236559",0,0,0,0,0,0
"chr10_236730",0,0,0,0,0,0
"chr10_236867",0,0,0,0,0,0
"chr10_236912",4,2,2,0,4,3
"chr10_237208",0,0,0,0,0,0
"chr10_237263",568,545,679,476,577,602
"chr10_23816",0,0,0,0,0,0
"chr10_238932",0,0,0,0,0,0
"chr10_239260",0,0,0,0,0,0
"chr10_239414",348,278,371,250,306,311
"chr10_239492",0,0,0,0,0,0
"chr10_239812",0,0,0,0,0,0
"chr10_24002",0,0,0,0,0,0
"chr10_24042",0,1,0,0,0,2
"chr10_241567",0,0,0,0,0,0
"chr10_241815",0,0,0,0,0,0
"chr10_242082",826,733,921,730,795,915
"chr10_24341",81,93,111,42,63,70
"chr10_245339",0,0,0,0,0,1
"chr10_245436",0,0,0,0,0,0
"chr10_245591",547,464,619,436,472,505
"chr10_245772",0,0,0,0,0,0
"chr10_246145",0,0,0,0,0,0
"chr10_246301",257,188,269,150,166,182
"chr10_247154",0,0,0,0,0,0
"chr10_247255",1350,1310,1523,1010,1110,1232
"chr10_247467",0,0,0,0,0,0
"chr10_247663",0,0,0,0,0,0
"chr10_247714",0,0,0,0,0,0
"chr10_247879",0,0,0,0,0,0
"chr10_251621",0,0,0,0,0,0
"chr10_251821",1096,1083,1203,969,1095,1201
"chr10_253987",0,0,0,0,0,0
"chr10_254427",0,0,0,0,0,0
"chr10_254621",0,0,0,0,0,0
"chr10_254737",851,811,926,631,777,814
"chr10_254831",0,0,0,0,0,0
"chr10_257091",0,0,0,0,0,0
"chr10_257423",1613,1480,1873,1193,1453,1537
"chr10_261057",2.03,2,3.039,0,1,0
"chr10_261080",398.97,438,490.961,382,299,382
"chr10_261413",0,0,0,0,0,0
"chr10_261478",0,0,0,0,0,0
"chr10_262757",535,565,696,452,589,548
"chr10_265048",0,0,0,0,0,0
"chr10_265103",0,0,0,0,0,0
"chr10_265227",0,0,0,0,0,0
"chr10_265419",0,0,0,0,0,0
"chr10_265423",0,0,0,0,0,0
"chr10_265926",2671,2390,3212,2279,2446,2704
"chr10_266513",0,0,0,0,0,0
"chr10_266998",0,0,0,0,0,0
"chr10_267107",0,0,0,0,0,0
"chr10_268000",0,0,0,0,0,0
"chr10_268249",0,0,0,0,0,0
"chr10_268493",210,205,233,298,283,425
"chr10_26887",8,6,7,8,6,3
"chr10_270002",297,219,288,184,207,209
"chr10_270155",0,0,0,0,0,0
"chr10_272827",209,189,286,174,178,214
"chr10_274862",2201,1890,2416,1748,1872,2111
"chr10_278371",0,0,0,0,0,0
"chr10_278430",0,1,2,2,1,1
"chr10_278546",0,3,0,2,0,3
"chr10_278779",0,0,0,0,0,0
"chr10_278841",695,646,818,532,571,621
"chr10_280559",0,0,0,0,0,0
"chr10_280879",39,27,42,20,28,17
"chr10_28118",0,0,0,0,0,0
"chr10_281185",1186,1162,1309,909,1037,1030
"chr10_283566",1,0,1,1,0,0
"chr10_283802",938,890,1098,753,788,935
"chr10_28466",8,5,14,5,6,6
"chr10_285283",0,0,0,0,0,0
"chr10_285558",1862,1762,2228,1540,1621,1898
"chr10_285622",0,0,0,0,0,0
"chr10_28593",0,0,0,0,0,0
"chr10_28797",0,0,0,0,0,0
"chr10_288403",0,0,0,0,0,0
"chr10_289401",0,0,0,0,0,0
"chr10_289641",0,0,0,0,0,0
"chr10_289686",122,145,136,86,88,104
"chr10_289753",0,0,0,0,0,0
"chr10_289875",11086,11002,13055.996,9946,10521.997,11600
"chr10_290138",0,0,1.004,0,1.003,0
"chr10_29058",0,0,0,0,0,0
"chr10_291160",3,1,2,0,1,0
"chr10_291336",1749.439,1626.666,1951,1291.619,1429.624,1561.178
"chr10_291502",0,0,0,0,0,0
"chr10_291857",0,0,0,0,0,0
"chr10_291997",0,0,0,0,0,0
"chr10_293249",0,0,0,0,0,0
"chr10_293338",32.561,38.334,29,38.381,40.376,53.822
"chr10_294047",52,43,74,60,42,69
"chr10_294142",80,87,124,113,101,105
"chr10_294314",0,0,0,0,0,0
"chr10_294467",0,0,0,0,0,0
"chr10_294666",9,19,7,11,5,5
"chr10_294799",0,0,0,0,0,0
"chr10_294958",0,0,0,0,0,0
"chr10_295004",0,0,0,0,0,0
"chr10_295054",0,0,0,0,0,0
"chr10_295104",0,0,0,0,0,0
"chr10_295245",3256,3044,3697,2682,2889,3204
"chr10_29587",0,0,0,0,0,0
"chr10_29773",0,0,0,0,0,0
"chr10_298811",0,0,0,0,0,0
"chr10_299157",1132,995,1297,910,1033,1083
"chr10_303040",447,346,516,339,282,405
"chr10_304453",0,0,0,0,0,0
"chr10_305143",0,0,0,0,0,0
"chr10_305221",100.982,117,117,62,76,88
"chr10_30527",2,3,5,1,3,2
"chr10_305666",1.018,0,1,0,0,0
"chr10_305869",0,0,0,0,0,0
"chr10_305945",0,0,0,0,0,0
"chr10_305975",0,0,0,0,0,0
"chr10_306132",305,278,334,263,234,275
"chr10_306252",0,0,0,0,0,0
"chr10_306372",0,0,0,0,0,0
"chr10_307971",729,686,872,532,610,607
"chr10_31017",0,0,0,0,0,0
"chr10_310195",0,0,0,0,0,0
"chr10_310270",0,0,0,0,0,0
"chr10_310511",0,0,0,0,0,0
"chr10_31056",0,0,0,0,0,0
"chr10_310682",0,0,0,0,0,0
"chr10_310707",0,0,0,0,0,0
"chr10_310729",0,1,2,1,0,0
"chr10_310922",161,161,204,146,163,178
"chr10_311741",0,0,0,0,0,0
"chr10_312840",0,0,0,0,0,0
"chr10_312925",0,0,0,0,0,0
"chr10_312999",0,0,0,0,0,0
"chr10_313016",1240,1314,1618,1198,1286,1365
"chr10_314084",2.011,3.036,6.047,0,5.071,3.003
"chr10_314114",2264.989,2278.964,2668.953,1853,2040.929,2074.997
"chr10_31470",0,0,0,0,0,0
"chr10_31485",0,1,0,5,1,0
"chr10_315054",291,284,352,221,255,293
"chr10_31568",0,0,0,0,0,0
"chr10_315759",574,594,678,436,568,549
"chr10_316558",0,0,0,0,0,0
"chr10_316632",2,0,0,1,0,1
"chr10_316723",402,444,471,280,332,328
"chr10_316989",0,0,0,0,0,0
"chr10_317062",0,0,0,0,0,0
"chr10_317078",0,0,0,0,1,0
"chr10_317176",0,2,0,0,0,2
"chr10_317184",0,0,0,0,0,0
"chr10_317284",445,411,504,347,349,446
"chr10_317403",0,0,0,0,0,0
"chr10_317550",0,0,0,0,0,0
"chr10_31833",0,0,0,0,0,0
"chr10_319588",0,0,0,0,0,0
"chr10_319741",0,0,0,0,0,0
"chr10_320016",613,600,741,486,590,584
"chr10_32163",145,127,170,81,107,105
"chr10_322521",9,6,9,7,6,10
"chr10_322805",0,0,0,0,0,0
"chr10_323297",0,0,0,0,0,0
"chr10_323386",327,285,334,196,214,272
"chr10_323910",0,0,0,0,0,0
"chr10_324507",0,0,0,0,0,0
"chr10_324772",0,0,0,0,0,0
"chr10_324964",294,285,304,216,280,227
"chr10_32503",0,0,0,0,0,0
"chr10_325515",0,0,0,0,0,0
"chr10_326242",134,76,137,87,80,126
"chr10_327233",0,0,0,0,0,0
"chr10_327440",0,0,0,0,0,0
"chr10_327505",0,0,0,0,0,0
"chr10_327610",0,0,0,0,0,0
"chr10_327875",2,1,2,0,0,1
"chr10_327956",0,0,0,0,0,0
"chr10_327984",0,0,0,0,0,0
"chr10_328118",1526,1411,1778,1147,1291,1261
"chr10_328125",0,0,0,1,0,0
"chr10_329728",0,0,0,0,0,0
"chr10_329846",0,0,0,0,0,0
"chr10_329968",0,0,0,0,0,0
"chr10_330418",0,0,0,2,0,0
"chr10_330431",645,613,684,553.973,574,680
"chr10_33133",0,0,0,0,0,0
"chr10_332645",0,0,0,0,0,0
"chr10_332710",0,0,0,0,0,0
"chr10_332744",5,3,2,1.027,0,0
"chr10_333130",0,0,0,0,0,0
"chr10_333158",0,0,0,0,0,0
"chr10_333204",0,0,0,0,0,0
"chr10_333357",850.996,798.974,971.985,669.969,717.983,799.998
"chr10_333579",1.004,3.026,6.015,2.031,2.017,1.002
"chr10_333935",0,0,0,0,0,0
"chr10_334265",549,485,608,392,429,461
"chr10_335375",0,0,0,0,0,0
"chr10_335715",1,0,0,0,0,0
"chr10_335898",646,556,750,524,531,589
"chr10_336205",0,0,0,0,0,0
"chr10_337000",0,2,0,2,0,3
"chr10_337065",0,0,0,0,0,0
"chr10_33725",0,0,0,0,0,0
"chr10_337529",0,0,0,0,0,0
"chr10_337550",0,0,1,0,0,0
"chr10_337621",4,3,4,3,5,3
"chr10_337884",0,0,0,0,0,0
"chr10_338002",2,2,0,2,4,2
"chr10_338146",0,0,0,0,0,0
"chr10_338271",29935.14,28538.577,35040.819,22229.033,24056.224,24576.152
"chr10_33850",172,151,176,137,144,131
"chr10_339187",31.013,38.017,54.01,23.014,33.018,13.007
"chr10_339321",0,0,0,0,0,0
"chr10_339787",384,397,523,331,314,385
"chr10_340486",0,0,0,0,0,0
"chr10_341448",0,0,0,0,0,0
"chr10_341684",0,0,0,0,0,1
"chr10_341764",0,0,0,1,0,0
"chr10_341981",0,0,0,0,0,0
"chr10_342235",0,0,0,0,0,0
"chr10_342522",779,784,921,732,772,910
"chr10_344876",0,0,0,0,0,0
"chr10_345868",0,0,0,0,0,0
"chr10_345960",0,0,0,0,0,1.021
"chr10_345973",321,276,376,221,301,249.979
"chr10_347300",26,40,46,23,22,26
"chr10_347376",0,0,0,0,0,0
"chr10_347447",1780,1755,2166,1326,1546,1520
"chr10_348378",0,1,0,0,0,1
"chr10_348512",0,0,0,0,0,0
"chr10_348575",0,0,0,0,0,0
"chr10_348600",1,1,0,0,0,0
"chr10_348716",0,0,0,0,0,0
"chr10_348800",0,1,0,0,1,0
"chr10_348884",0,0,0,0,0,0
"chr10_348951",5,2,0,0,2,1
"chr10_349044",7,1,5,1,5,7
"chr10_349159",1,0,0,2,0,2
"chr10_349188",1,0,1,0,0,2
"chr10_349333",0,0,0,0,0,0
"chr10_349442",0,0,0,0,0,0
"chr10_349580",633,644,770,494,590,615
"chr10_352105",1,1,0,0,0,0
"chr10_352211",0,0,0,0,0,0
"chr10_352260",329,280,371,203,257,267
"chr10_352661",0,0,0,0,0,0
"chr10_354649",0,0,2,0,0,0
"chr10_355225",0,0,0,0,0,0
"chr10_355693",0,0,0,0,0,0
"chr10_355801",0,0,0,1,0,0
"chr10_356024",4526,4548,5415,3895,4796,4766.997
"chr10_356054",0,0,0,0,0,1.003
"chr10_356930",0,0,0,1,0,0
"chr10_357199",0,0,0,0,0,0
"chr10_357345",0,0,0,0,0,0
"chr10_357699",0,0,0,0,0,0
"chr10_357944",0,0,2,0,0,1
"chr10_358082",1,0,3,1,1,0
"chr10_358095",0,0,0,0,0,0
"chr10_358300",857,757,865,610,667,710
"chr10_358433",0,0,0,0,0,0
"chr10_35853",0,0,0,0,0,0
"chr10_358591",0,0,0,0,0,0
"chr10_359131",0,0,0,0,0,0
"chr10_360130",24,29,20,12,12,14
"chr10_360671",1,0,0,0,0,0
"chr10_360897",8,7,5,5,5,9
"chr10_361027",0,0,0,0,0,0
"chr10_361111",0,0,0,0,0,0
"chr10_361165",1,0,0,0,0,0
"chr10_361249",7604,7326,9156,6753,7876,7832
"chr10_361585",0,0,0,0,0,0
"chr10_36280",1,3,4,2,1,2
"chr10_365316",0,0,0,0,0,0
"chr10_365539",0,0,0,0,0,0
"chr10_365784",3666,3526,4549,3234,3762,3759
"chr10_366173",0,0,0,0,0,0
"chr10_36690",0,0,0,0,0,0
"chr10_36717",2,3,0,1,0,0
"chr10_36725",0,0,0,0,0,0
"chr10_36757",8.023,7.017,15,9,6,4
"chr10_36784",0,0,0,0,0,0
"chr10_368320",0,0,0,0,0,0
"chr10_36839",0,0,0,0,0,0
"chr10_368455",0,0,0,0,0,0
"chr10_368748",2098,1946,2357,1613,1800,2000
"chr10_36919",618.977,738.983,753,515,516,569
"chr10_374298",0,0,0,0,0,0
"chr10_375057",0,0,0,0,0,0
"chr10_375087",0,0,0,0,0,0
"chr10_375115",9,5,5,10,3,2
"chr10_375152",0,0,0,0,0,0
"chr10_375429",2,1,0,0,0,1
"chr10_375565",0,0,0,0,0,0
"chr10_375980",23,34,30,20,27,19
"chr10_376554",0,0,0,0,0,0
"chr10_376572",0,0,0,0,0,0
"chr10_376597",0,0,0,0,0,0
"chr10_376662",10,13,11.274,6,9,7.259
"chr10_376799",25,16,21.726,11,19,14.741
"chr10_377261",12,11,12,3,3,5
"chr10_377333",3,1,3,1,1,5
"chr10_377505",0,0,0,0,0,0
"chr10_377604",0,0,0,0,0,0
"chr10_377705",0,0,0,0,0,0
"chr10_377792",0,1,0,0,0,0
"chr10_378321",0,0,0,0,0,0
"chr10_378594",0,0,0,0,0,0
"chr10_378825",644,586,757,479,521,505
"chr10_38005",259,266,301,187,258,259
"chr10_380249",15,36,34,24,20,18
"chr10_380418",0,0,0,0,0,0
"chr10_380620",0,0,0,0,0,0
"chr10_380703",0,0,0,0,0,0
"chr10_380829",0,0,0,0,0,0
"chr10_380909",0,0,0,0,1,0
"chr10_380980",0,0,0,0,0,0
"chr10_381094",2,0,1,2,4,1
"chr10_381327",3823,3683,4674,2978,3274,3540
"chr10_383837",568,501,645,483,502,619
"chr10_386246",0,0,0,0,0,1
"chr10_386368",469,420,605,323,340,385
"chr10_387496",0,0,0,0,0,0
"chr10_387564",0,0,0,0,0,0
"chr10_387589",0,0,0,0,0,0
"chr10_387657",156,171,213,107,135,139
"chr10_388328",0,0,0,0,0,0
"chr10_388338",0,0,0,0,0,0
"chr10_388375",0,0,0,0,0,0
"chr10_388385",660,701,797,500,687,628
"chr10_388614",0,0,0,0,0,0
"chr10_391173",0,1,2,1,0,0
"chr10_391311",6,3,8,4,6,1
"chr10_391833",1,0,0,0,0,1
"chr10_392175",0,0,0,0,0,0
"chr10_392352",22,16,15,21,12,7
"chr10_392404",6570,6380,7579.997,5722,6114,6662.99
"chr10_392524",0,0,1.003,0,0,2.01
"chr10_393883",0,0,0,0,0,0
"chr10_393957",0,0,0,0,0,0
"chr10_393967",178,133,210,138,166,192
"chr10_394015",0,0,0,0,0,0
"chr10_394732",0,0,0,0,0,0
"chr10_395518",0,0,0,0,0,0
"chr10_395696",0,0,0,0,0,0
"chr10_395931",342,330,420,281,268,301
"chr10_396091",0,0,0,0,0,0
"chr10_396909",0,0,0,0,0,0
"chr10_397064",0,0,0,0,0,0
"chr10_397355",529,462,598,417,481,456
"chr10_397674",0,0,0,0,0,0
"chr10_398015",0,0,0,0,0,0
"chr10_398338",0,0,0,0,0,0
"chr10_398423",0,0,0,0,0,0
"chr10_398459",0,0,0,0,0,0
"chr10_398496",0,1,0,0,0,0
"chr10_398616",0,0,0,0,0,0
"chr10_398937",7525,7401,8895,6243,6894,7085
"chr10_39986",0,0,0,0,0,0
"chr10_40098",0,0,0,0,0,0
"chr10_40194",155,142,192,146,158,154
"chr10_402509",0,0,0,0,0,0
"chr10_402897",651,619,782,632,650,752
"chr10_402956",0,0,0,0,0,0
"chr10_40430",0,0,0,0,0,0
"chr10_405041",0,0,0,0,0,0
"chr10_405109",0,0,0,0,0,0
"chr10_405254",0,0,0,0,0,0
"chr10_405548",1,6,1,1,1,0
"chr10_405588",1019,924,1107,883,893,944
"chr10_406023",1,0,0,0,0,0
"chr10_407242",0,0,0,0,0,0
"chr10_407558",1134,1106,1297,875,1032,1070
"chr10_409243",2,4,0,3,0,0
"chr10_409493",378,374,451,335,316,360
"chr10_410592",0,0,0,0,0,0
"chr10_411050",0,0,0,0,0,0
"chr10_411205",0,0,0,0,0,0
"chr10_411234",2333,2285,2746,1836,1991,2448
"chr10_41224",0,0,2,0,0,0
"chr10_413416",0,0,0,0,0,0
"chr10_413506",0,0,0,0,1,0
"chr10_413528",0,0,0,0,0,0
"chr10_413753",0,0,0,0,0,0
"chr10_41389",1430,1182,1542,1116,1154,1373
"chr10_414087",0,0,0,0,0,0
"chr10_414285",44,22,36,26,20,33
"chr10_414615",0,0,0,0,0,0
"chr10_414806",0,0,0,0,0,0
"chr10_415537",0,0,0,1,0,0
"chr10_417129",7,12,7,4,3,2
"chr10_417562",208,237,259,199,200,219
"chr10_419595",0,0,0,0,0,0
"chr10_419782",0,0,0,0,0,0
"chr10_419855",2.008,0,1,0,1.003,0
"chr10_419957",1404.992,1367,1755,1173,1228.997,1482
"chr10_421666",0,0,0,0,0,0
"chr10_421923",0,0,0,0,0,0
"chr10_421954",0,0,0,0,0,0
"chr10_422023",74,60,83,44,58,46
"chr10_422289",0,0,0,0,0,0
"chr10_422333",0,0,0,0,0,0
"chr10_422698",0,0,0,0,0,0
"chr10_423104",0,0,0,0,0,0
"chr10_423138",182,167,172,113,137,170
"chr10_425157",5558,5267,6277,4389,4948,5266
"chr10_431254",1,2,0,0,4,1
"chr10_431407",60,52,60,32,40,52
"chr10_431589",282,261,324,220,263,273
"chr10_431643",0,0,0,0,0,0
"chr10_431930",0,0,0,0,0,0
"chr10_432238",0,0,0,0,0,0
"chr10_432298",0,0,0,0,0,0
"chr10_432425",0,0,0,0,0,0
"chr10_432502",0,0,0,0,0,0
"chr10_432644",146,143,175,95,130,128
"chr10_432672",0,0,0,0,0,0
"chr10_432978",0,0,0,0,0,0
"chr10_433062",0,0,0,0,0,0
"chr10_433108",0,4,2,0,3,4
"chr10_433165",0,0,0,0,0,0
"chr10_433221",949,870,1123,780,875,985
"chr10_434717",1,2,4,1,5,3
"chr10_434920",0,0,0,0,0,0
"chr10_434967",5,2,5,1,6,1
"chr10_435163",1205,1171,1463,952,1017,1133
"chr10_435435",0,0,0,0,0,0
"chr10_435704",0,0,0,0,0,0
"chr10_435975",0,0,0,0,0,0
"chr10_436446",0,0,0,0,0,0
"chr10_436606",0,0,2,0,0,0
"chr10_436802",809,775,998,656,739,810
"chr10_437239",0,0,0,0,0,0
"chr10_438544",0,0,0,0,0,0
"chr10_438672",0,0,0,0,0,0
"chr10_438865",901,846,1071,761,858,1041
"chr10_440189",0,0,0,0,0,0
"chr10_440786",0,0,0,0,0,0
"chr10_440994",221,194,288,173,186,210
"chr10_442694",3,4,2,1,4,1
"chr10_442845",0,0,0,0,0,0
"chr10_442909",589,536,668,468,619,578
"chr10_443052",0,0,0,0,0,0
"chr10_443253",0,0,0,0,0,0
"chr10_445249",0,0,0,0,0,0
"chr10_445390",0,0,0,0,0,0
"chr10_445443",0,0,0,0,0,0
"chr10_445469",0,0,0,0,0,0
"chr10_445923",915,935,1102,772,831,932
"chr10_448032",0,0,0,0,0,0
"chr10_448241",0,0,0,0,0,0
"chr10_448341",0,1,0,0,0,0
"chr10_448477",0,0,5,0,0,2
"chr10_448806",0,3,0,0,1,1
"chr10_449202",729,680,814,529,593,644
"chr10_450394",0,0,0,0,0,0
"chr10_450506",0,0,0,0,0,0
"chr10_451020",813,803,919,707,755,783
"chr10_452134",0,0,0,0,0,0
"chr10_452317",0,0,0,0,0,0
"chr10_452430",2980.998,2952,3402,2463,2661,2835
"chr10_453032",0,0,0,0,0,0
"chr10_453152",1.002,0,0,0,0,0
"chr10_453446",150,167,170,97,140,120
"chr10_453593",0,0,0,0,0,0
"chr10_453683",5057.374,4788.721,5750.765,3058.717,3091.744,3504.312
"chr10_454796",2,0,0,2,0,1
"chr10_454827",0,0,0,0,0,0
"chr10_454852",0,0,0,0,0,0
"chr10_455244",0,0,0,0,0,0
"chr10_455652",0,0,0,0,0,0
"chr10_456027",0,1.217,0,0,5.086,0
"chr10_456136",2,0,0,0,2,0
"chr10_456239",178,149,195,104,103,152
"chr10_456250",0,0,0,0,0,0
"chr10_458077",147,99,132,77,87,125
"chr10_458145",0,0,0,0,0,0
"chr10_458189",0,0,0,0,0,0
"chr10_458641",200,193,227,173,155,212
"chr10_459437",0,0,0,0,0,0
"chr10_459552",0,0,0,0,0,0
"chr10_459622",0,0,0,0,0,0
"chr10_459641",0,0,0,0,0,0
"chr10_459795",188,198,264,157,166,204
"chr10_460382",292,313,357,256.979,268.993,322
"chr10_460415",0,0,0,0,0,0
"chr10_460621",0,0,0,0,0,0
"chr10_460974",0,1,0,2.021,1.007,1
"chr10_461530",1,2,1,0,0,0
"chr10_461829",820,808,905,590,673,788
"chr10_462320",0,0,0,0,0,0
"chr10_462351",2,3,3,1,4,0
"chr10_462721",786,764,998,634,754,850
"chr10_462963",0,0,0,0,0,0
"chr10_463833",0,0,0,0,0,0
"chr10_464371",3,4,5,1,4,1
"chr10_464451",2511,2234,2814,2305,2342,2984
"chr10_466",3517.13,3368,4179.862,2585.091,2924.577,3032.667
"chr10_466256",0,0,0,0,0,0
"chr10_466521",1062.976,1002.954,1172.991,831.992,883.903,917.978
"chr10_466786",3.024,4.046,2.009,2.008,8.097,4.022
"chr10_467232",1143,1076,1410,1096,1100,1175
"chr10_467299",0,0,0,0,0,0
"chr10_468533",0,0,0,0,0,0
"chr10_468555",465,479,533,425,451,489
"chr10_469727",61,58,61.892,43,31,64
"chr10_469804",0,1,2.108,0,1,0
"chr10_470230",386,349,394,298,296,296
"chr10_471138",378,395,448,277,292,283
"chr10_471185",0,0,0,0,0,0
"chr10_471866",0,0,0,0,0,0
"chr10_471895",0,0,0,0,0,0
"chr10_472201",0,0,0,0,0,0
"chr10_472266",0,2,4,1,2,2
"chr10_472293",0,0,0,0,0,0
"chr10_472416",0,0,0,0,0,0
"chr10_472760",58275.397,64031.97,72356.63,53077.411,61291.331,65070.744
"chr10_47659",622,588,751,487,553,614
"chr10_478344",26259.26,22776.614,29689.447,21982.929,27169.158,27156.324
"chr10_483959",567,412,568,427,427,483
"chr10_486215",0,0,0,0,0,0
"chr10_486586",848,796,903,628,689,763
"chr10_487619",0,0,0,0,0,0
"chr10_489134",0,0,0,0,0,0
"chr10_490873",0,0,0,0,0,0
"chr10_491081",131,115,152,63,129,110
"chr10_491286",0,0,0,0,0,0
"chr10_491639",0,0,0,0,0,0
"chr10_492378",2137,1992,2455,1610,1909,2014
"chr10_495514",0,0,0,0,0,0
"chr10_496222",0,0,0,0,0,0
"chr10_496572",0,0,0,0,0,0
"chr10_496626",2,0,2,0,0,1
"chr10_496683",74,90,120,68,59,56
"chr10_496747",0,0,0,0,0,0
"chr10_496826",0,0,0,0,0,0
"chr10_497175",0,0,0,0,0,0
"chr10_497181",0,0,0,0,0,0
"chr10_497355",1006,1009,1158,812,972,933
"chr10_49793",0,0,0,0,1,0
"chr10_49936",2,0,0,0,0,0
"chr10_499746",0,0,0,0,0,0
"chr10_499818",0,0,0,0,0,0
"chr10_50052",3,2,2,1,1,3
"chr10_500713",515,422,555,362,399,383
"chr10_50139",75,71,85,37,51,58
"chr10_50181",0,0,0,0,0,0
"chr10_503405",0,0,0,0,0,0
"chr10_503454",0,0,0,0,0,0
"chr10_503540",0,0,0,0,0,0
"chr10_503710",2,2,4,3,2,1
"chr10_503830",0,0,0,0,0,0
"chr10_503874",0,0,0,0,0,0
"chr10_503936",1239,1222,1409,982,1122,1146
"chr10_50416",0,0,0,0,0,0
"chr10_50629",421,405,476,261,328,372
"chr10_507333",0,0,0,0,0,0
"chr10_507419",0,0,0,0,0,0
"chr10_507709",3,0,0,1,0,0
"chr10_507746",348,278,381,250,264,282
"chr10_508022",0,0,0,0,0,0
"chr10_509977",0,1,0,0,0,0
"chr10_510137",0,0,0,0,0,0
"chr10_510239",370,366,481,366,297,380
"chr10_514055",657,600,721,496,548,565
"chr10_516330",0,0,0,0,0,0
"chr10_516377",0,0,0,0,0,0
"chr10_516461",156,123,149,119,118,136
"chr10_518219",0,0,0,1,0,0
"chr10_518368",0,0,0,0,0,0
"chr10_518584",0,1,0,0,0,0
"chr10_518626",0,0,0,0,0,0
"chr10_518703",0,0,0,0,0,0
"chr10_518745",6.022,6.039,8.044,6.025,2,1.002
"chr10_518763",455.978,505.961,591.956,385.975,453,459.998
"chr10_519366",0,0,0,0,0,0
"chr10_519450",0,0,0,0,0,0
"chr10_519534",0,0,0,0,0,0
"chr10_519638",10634,10247,12737,7419,8380,9155
"chr10_521466",0,0,0,0,0,0
"chr10_521834",0,0,0,0,0,0
"chr10_521989",0,0,0,0,0,0
"chr10_522048",510,501,618,443,475,491
"chr10_524285",2,3,2,0,0,1
"chr10_524810",0,0,0,0,0,0
"chr10_524908",90,74,79,63,48,78
"chr10_524939",0,0,0,0,0,0
"chr10_526194",0,0,0,0,0,0
"chr10_526335",1111,1055,1280,1148,1030,1280
"chr10_52655",0,0,0,0,0,0
"chr10_526704",6,11,6,7,10,2
"chr10_526884",1192.997,1165.99,1362,914,1184,998
"chr10_527079",0,0,0,0,0,0
"chr10_528214",0,0,0,0,0,0
"chr10_528257",1.003,1.01,0,0,0,0
"chr10_528510",0,0,0,0,0,0
"chr10_528697",365,357,477,271,327,320
"chr10_529388",13,8,12,4,15,7
"chr10_529473",0,0,0,0,0,0
"chr10_529644",0,0,0,0,0,0
"chr10_529812",0,0,0,0,0,0
"chr10_529861",938,866,1042,735,822,886
"chr10_53103",0,0,0,0,0,0
"chr10_53165",0,0,0,0,0,0
"chr10_53194",0,0,0,0,0,1
"chr10_532062",362,345,427,264,345,373
"chr10_53341",200,235,236,160,195,199
"chr10_533933",0,0,0,0,0,0
"chr10_534027",267,224,306,199,221,242
"chr10_534043",0,0,0,0,0,0
"chr10_535577",0,0,0,0,0,0
"chr10_535928",3,0,4,3,1,5
"chr10_536056",177,157,243,135,143,178
"chr10_537867",0,0,0,0,0,0
"chr10_537982",0,0,0,0,0,0
"chr10_538377",0,0,0,0,0,0
"chr10_538772",53,38,82,37,33,39
"chr10_53943",0,0,0,2,2,0
"chr10_540176",5,8,11,3,4,4
"chr10_540291",0,0,0,0,0,0
"chr10_540374",0,0,0,0,0,0
"chr10_541792",327,310,370,268,308,315
"chr10_543267",35,30,45,29,45,34
"chr10_543566",0,0,0,0,0,0
"chr10_543722",5,4,4,4,5,2
"chr10_54379",428,365,481,317,363,478
"chr10_543912",0,0,0,0,0,0
"chr10_543977",0,0,0,0,0,0
"chr10_544021",0,0,0,0,0,0
"chr10_544027",0,0,0,0,0,0
"chr10_544062",206,187,212,170,133,152
"chr10_544136",0,0,0,0,0,0
"chr10_544732",214,204,241,146,167,198
"chr10_545029",4,2,4,1,1,4
"chr10_545235",0,0,0,0,0,0
"chr10_545258",0,0,0,0,0,0
"chr10_54530",0,0,0,0,0,0
"chr10_545367",0,0,0,0,0,0
"chr10_545787",3332,3195,3871,2831,3082,3239
"chr10_548258",0,0,0,0,0,0
"chr10_548366",0,0,0,0,0,0
"chr10_548405",0,0,0,0,0,0
"chr10_548420",0,0,0,0,0,0
"chr10_548673",0,0,0,0,0,0
"chr10_548759",581,561,675,555,519,613
